application_id,applicant_id,posting_id,company,role,industry,employment_type,applied_date,fit_score
J04086,A0424,P0155,회사19,Product Analyst,모바일·APP,신입,2025-05-12,0.449
J03889,A0403,P0120,회사26,DA (Data Analyst),게임,신입,2025-05-13,0.789
J02910,A0301,P0084,회사20,Product Analyst,,경력,2025-05-13,0.955
J04249,A0442,P0209,회사19,BA (Business Analyst),금융,신입,2025-05-13,0.765
J04116,A0429,P0197,회사12,Data Scientist,리테일,신입,2025-05-13,0.354
J01837,A0184,P0041,회사33,Product Analyst,헬스케어,경력,2025-05-13,0.858
J02265,A0233,P0097,회사23,Growth Analyst,모바일·APP,신입,2025-05-13,0.5
J04788,A0499,P0015,회사11,Data Scientist,모바일·APP,신입,2025-05-13,0.99
J04442,A0464,P0027,회사15,DA (Data Analyst),물류,신입,2025-05-13,0.955
J01737,A0172,P0008,회사12,BA (Business Analyst),게임,신입,2025-05-13,0.594
J00800,A0084,P0064,회사27,Growth Analyst,헬스케어,경력,2025-05-13,0.99
J01346,A0137,P0040,회사30,BA (Business Analyst),,신입,2025-05-13,0.604
J02095,A0214,P0200,회사27,DA (Data Analyst),금융,신입,2025-05-14,0.627
J00259,A0029,P0112,회사31,BI Engineer,경영 컨설팅,경력,2025-05-14,0.372
J01059,A0109,P0035,회사19,Data Scientist,물류,인턴,2025-05-14,0.538
J03466,A0362,P0096,회사27,BI Engineer,,신입,2025-05-14,0.479
J01035,A0108,P0170,회사26,Growth Analyst,게임,경력,2025-05-14,0.544
J01583,A0158,P0044,회사22,BI Engineer,경영 컨설팅,계약직,2025-05-14,0.101
J00549,A0057,P0006,회사24,Growth Analyst,물류,신입,2025-05-14,0.249
J00565,A0060,P0023,회사11,Growth Analyst,헬스케어,신입,2025-05-14,0.053
J00048,A0006,P0013,회사16,Growth Analyst,헬스케어,전환형 인턴,2025-05-14,0.83
J00835,A0088,P0172,회사26,BI Engineer,경영 컨설팅,경력,2025-05-14,0.497
J00286,A0032,P0202,회사16,Product Analyst,경영 컨설팅,신입,2025-05-14,0.117
J01239,A0128,P0204,회사31,DA (Data Analyst),교육,인턴,2025-05-14,0.79
J04061,A0421,P0114,회사27,Growth Analyst,모바일·APP,전환형 인턴,2025-05-14,0.222
J02412,A0248,P0178,회사21,Data Scientist,물류,계약직,2025-05-14,0.897
J03550,A0370,P0027,회사15,DA (Data Analyst),물류,신입,2025-05-14,0.693
J02813,A0293,P0171,회사31,Product Analyst,경영 컨설팅,계약직,2025-05-14,0.057
J03245,A0339,P0209,회사19,BA (Business Analyst),금융,신입,2025-05-15,0.698
J00450,A0047,P0213,회사19,BI Engineer,물류,신입,2025-05-15,0.525
J02288,A0235,P0078,회사19,Product Analyst,,경력,2025-05-15,0.472
J03433,A0359,P0180,회사17,DA (Data Analyst),,계약직,2025-05-15,0.326
J02769,A0289,P0008,회사12,BA (Business Analyst),게임,신입,2025-05-15,0.671
J00020,A0004,P0159,회사17,Data Scientist,경영 컨설팅,신입,2025-05-15,0.522
J03924,A0409,P0201,회사33,BA (Business Analyst),물류,경력,2025-05-15,0.771
J03870,A0401,P0018,회사24,BI Engineer,리테일,계약직,2025-05-15,0.34
J00540,A0056,P0130,회사13,Product Analyst,물류,전환형 인턴,2025-05-15,0.72
J01766,A0175,P0239,회사28,Product Analyst,모바일·APP,계약직,2025-05-15,0.802
J02013,A0207,P0239,회사28,Product Analyst,모바일·APP,계약직,2025-05-16,0.879
J03908,A0407,P0112,회사31,BI Engineer,경영 컨설팅,경력,2025-05-16,0.639
J00963,A0098,P0033,회사14,BA (Business Analyst),금융,전환형 인턴,2025-05-16,0.271
J02566,A0267,P0230,회사13,DA (Data Analyst),물류,경력,2025-05-16,0.182
J01882,A0190,P0238,회사25,BI Engineer,금융,전환형 인턴,2025-05-16,0.41
J01418,A0141,P0157,회사17,Growth Analyst,모바일·APP,전환형 인턴,2025-05-16,0.494
J03029,A0316,P0192,회사30,Growth Analyst,헬스케어,신입,2025-05-16,0.683
J01561,A0156,P0124,회사18,DA (Data Analyst),,경력,2025-05-16,0.34
J03621,A0376,P0017,회사20,BA (Business Analyst),헬스케어,신입,2025-05-16,0.34
J04506,A0469,P0161,회사21,DA (Data Analyst),리테일,신입,2025-05-16,0.458
J02442,A0250,P0224,회사16,Growth Analyst,,신입,2025-05-16,0.568
J04878,A0510,P0169,회사14,Data Scientist,리테일,경력,2025-05-16,0.278
J00078,A0009,P0139,회사28,Growth Analyst,교육,경력,2025-05-16,0.27
J00168,A0020,P0216,회사17,BA (Business Analyst),모바일·APP,경력,2025-05-16,0.464
J00669,A0069,P0065,회사21,BI Engineer,모바일·APP,계약직,2025-05-16,0.364
J02839,A0295,P0004,회사19,BA (Business Analyst),교육,신입,2025-05-16,0.546
J01269,A0131,P0090,회사15,DA (Data Analyst),모바일·APP,신입,2025-05-16,0.265
J00902,A0093,P0235,회사12,Product Analyst,헬스케어,인턴,2025-05-16,0.716
J00638,A0067,P0076,회사24,DA (Data Analyst),헬스케어,신입,2025-05-17,0.307
J00154,A0017,P0002,회사20,Product Analyst,게임,신입,2025-05-17,0.186
J02877,A0298,P0022,회사29,Data Scientist,,신입,2025-05-17,0.42
J01634,A0162,P0190,회사31,Growth Analyst,,전환형 인턴,2025-05-17,0.765
J04443,A0464,P0083,회사22,BI Engineer,배달/배송,경력,2025-05-17,0.99
J02544,A0265,P0233,회사18,BA (Business Analyst),게임,신입,2025-05-17,0.509
J01014,A0107,P0239,회사28,Product Analyst,모바일·APP,계약직,2025-05-17,0.614
J03880,A0402,P0182,회사12,Data Scientist,금융,인턴,2025-05-17,0.421
J02538,A0264,P0160,회사14,Data Scientist,배달/배송,전환형 인턴,2025-05-17,0.791
J03384,A0353,P0185,회사11,DA (Data Analyst),물류,전환형 인턴,2025-05-17,0.57
J02936,A0304,P0051,회사28,Data Scientist,물류,신입,2025-05-17,0.761
J00192,A0022,P0139,회사28,Growth Analyst,교육,경력,2025-05-17,0.378
J02178,A0223,P0168,회사26,Data Scientist,미디어,경력,2025-05-17,0.252
J03783,A0391,P0004,회사19,BA (Business Analyst),교육,신입,2025-05-17,0.488
J02609,A0272,P0210,회사26,Growth Analyst,,신입,2025-05-17,0.619
J03013,A0314,P0195,회사28,Product Analyst,물류,신입,2025-05-18,0.478
J03709,A0383,P0117,회사19,BI Engineer,,신입,2025-05-18,0.691
J01972,A0201,P0227,회사02,Data Scientist,게임,신입,2025-05-18,0.822
J03551,A0370,P0051,회사28,Data Scientist,물류,신입,2025-05-18,0.58
J04250,A0442,P0233,회사18,BA (Business Analyst),게임,신입,2025-05-18,0.63
J01102,A0113,P0159,회사17,Data Scientist,경영 컨설팅,신입,2025-05-18,0.766
J03921,A0408,P0047,회사22,BI Engineer,금융,경력,2025-05-18,0.5
J00487,A0051,P0072,회사32,DA (Data Analyst),교육,인턴,2025-05-18,0.885
J01893,A0192,P0027,회사15,DA (Data Analyst),물류,신입,2025-05-18,0.755
J01515,A0149,P0196,회사11,BI Engineer,리테일,계약직,2025-05-18,0.734
J02190,A0225,P0067,회사25,BA (Business Analyst),미디어,전환형 인턴,2025-05-18,0.723
J01189,A0122,P0049,회사30,DA (Data Analyst),물류,계약직,2025-05-18,0.754
J01036,A0108,P0223,회사13,Growth Analyst,미디어,경력,2025-05-18,0.681
J02939,A0305,P0050,회사14,BA (Business Analyst),미디어,신입,2025-05-18,0.047
J04915,A0514,P0084,회사20,Product Analyst,,경력,2025-05-18,0.204
J02959,A0307,P0115,회사31,BA (Business Analyst),경영 컨설팅,전환형 인턴,2025-05-18,0.726
J02304,A0237,P0202,회사16,Product Analyst,경영 컨설팅,신입,2025-05-18,0.913
J03800,A0393,P0074,회사20,BI Engineer,배달/배송,신입,2025-05-19,0.02
J01265,A0130,P0189,회사12,Product Analyst,미디어,신입,2025-05-19,0.29
J04117,A0429,P0071,회사33,Growth Analyst,,신입,2025-05-19,0.399
J02375,A0244,P0186,회사17,Product Analyst,헬스케어,신입,2025-05-19,0.286
J02140,A0219,P0057,회사11,DA (Data Analyst),헬스케어,경력,2025-05-19,0.129
J03363,A0351,P0139,회사28,Growth Analyst,교육,경력,2025-05-19,0.428
J00357,A0038,P0007,회사14,BA (Business Analyst),경영 컨설팅,전환형 인턴,2025-05-19,0.61
J01132,A0116,P0104,회사27,DA (Data Analyst),모바일·APP,신입,2025-05-19,0.308
J01738,A0172,P0075,회사10,Product Analyst,교육,신입,2025-05-19,0.689
J03580,A0372,P0064,회사27,Growth Analyst,헬스케어,경력,2025-05-19,0.371
J03822,A0395,P0182,회사12,Data Scientist,금융,인턴,2025-05-19,0.281
J00049,A0007,P0099,회사26,BA (Business Analyst),물류,경력,2025-05-19,0.276
J04747,A0494,P0226,회사34,Growth Analyst,리테일,전환형 인턴,2025-05-19,0.32
J03522,A0367,P0013,회사16,Growth Analyst,헬스케어,전환형 인턴,2025-05-19,0.815
J00380,A0040,P0019,회사17,Growth Analyst,모바일·APP,인턴,2025-05-19,0.836
J02727,A0284,P0190,회사31,Growth Analyst,,전환형 인턴,2025-05-19,0.46
J03434,A0359,P0052,회사12,Data Scientist,교육,인턴,2025-05-20,0.694
J02840,A0295,P0046,회사25,Growth Analyst,미디어,전환형 인턴,2025-05-20,0.589
J01716,A0171,P0020,회사21,Data Scientist,리테일,인턴,2025-05-20,0.472
J04758,A0495,P0089,회사19,DA (Data Analyst),모바일·APP,신입,2025-05-20,0.913
J00064,A0008,P0093,회사12,DA (Data Analyst),배달/배송,신입,2025-05-20,0.501
J01347,A0137,P0118,회사20,BI Engineer,미디어,전환형 인턴,2025-05-20,0.652
J00148,A0016,P0194,회사32,BI Engineer,금융,신입,2025-05-20,0.662
J04763,A0496,P0233,회사18,BA (Business Analyst),게임,신입,2025-05-20,0.713
J01306,A0134,P0195,회사28,Product Analyst,물류,신입,2025-05-20,0.373
J02979,A0310,P0166,회사24,Growth Analyst,헬스케어,신입,2025-05-20,0.193
J00028,A0005,P0101,회사18,BA (Business Analyst),,신입,2025-05-20,0.402
J04616,A0482,P0040,회사30,BA (Business Analyst),,신입,2025-05-20,0.399
J04341,A0454,P0208,회사19,DA (Data Analyst),금융,전환형 인턴,2025-05-20,0.686
J04009,A0414,P0071,회사33,Growth Analyst,,신입,2025-05-20,0.64
J01550,A0155,P0017,회사20,BA (Business Analyst),헬스케어,신입,2025-05-20,0.246
J01767,A0175,P0165,회사16,Data Scientist,물류,신입,2025-05-20,0.352
J02266,A0233,P0110,회사30,Product Analyst,배달/배송,신입,2025-05-21,0.323
J03871,A0401,P0125,회사32,DA (Data Analyst),게임,신입,2025-05-21,0.513
J03132,A0326,P0222,회사17,Product Analyst,,경력,2025-05-21,0.687
J00704,A0075,P0130,회사13,Product Analyst,물류,전환형 인턴,2025-05-21,0.313
J03087,A0321,P0156,회사22,BA (Business Analyst),헬스케어,계약직,2025-05-21,0.539
J00372,A0039,P0054,회사11,Growth Analyst,물류,인턴,2025-05-21,0.636
J01562,A0156,P0193,회사23,BA (Business Analyst),게임,인턴,2025-05-21,0.789
J01060,A0109,P0119,회사13,Product Analyst,리테일,신입,2025-05-21,0.314
J01805,A0180,P0084,회사20,Product Analyst,,경력,2025-05-21,0.605
J01756,A0174,P0080,회사19,Growth Analyst,게임,경력,2025-05-21,0.47
J03816,A0394,P0220,회사22,DA (Data Analyst),리테일,인턴,2025-05-21,0.9
J02443,A0250,P0013,회사16,Growth Analyst,헬스케어,전환형 인턴,2025-05-21,0.303
J00964,A0098,P0088,회사01,Product Analyst,경영 컨설팅,신입,2025-05-21,0.451
J01805,A0180,P0084,회사20,Product Analyst,,경력,2025-05-21,0.605
J03559,A0371,P0124,회사18,DA (Data Analyst),,경력,2025-05-21,0.38
J02386,A0246,P0077,회사15,BA (Business Analyst),,경력,2025-05-21,0.884
J00193,A0022,P0005,회사11,Growth Analyst,,경력,2025-05-21,0.536
J00088,A0011,P0003,회사28,BA (Business Analyst),교육,전환형 인턴,2025-05-21,0.188
J00801,A0084,P0143,회사23,Product Analyst,교육,인턴,2025-05-22,0.871
J03968,A0412,P0095,회사25,Product Analyst,물류,계약직,2025-05-22,0.36
J03735,A0386,P0077,회사15,BA (Business Analyst),,경력,2025-05-22,0.638
J01270,A0131,P0075,회사10,Product Analyst,교육,신입,2025-05-22,0.439
J04491,A0468,P0005,회사11,Growth Analyst,,경력,2025-05-22,0.374
J03246,A0339,P0036,회사31,DA (Data Analyst),,경력,2025-05-22,0.231
J01584,A0158,P0098,회사11,Data Scientist,게임,신입,2025-05-22,0.462
J01595,A0159,P0022,회사29,Data Scientist,,신입,2025-05-22,0.426
J04087,A0424,P0010,회사14,BA (Business Analyst),배달/배송,경력,2025-05-22,0.704
J00903,A0093,P0233,회사18,BA (Business Analyst),게임,신입,2025-05-22,0.585
J02814,A0293,P0189,회사12,Product Analyst,미디어,신입,2025-05-22,0.439
J01617,A0161,P0117,회사19,BI Engineer,,신입,2025-05-22,0.764
J00541,A0056,P0188,회사09,BI Engineer,교육,신입,2025-05-22,0.351
J01635,A0162,P0037,회사23,BA (Business Analyst),모바일·APP,경력,2025-05-22,0.269
J03922,A0408,P0224,회사16,Growth Analyst,,신입,2025-05-23,0.367
J01675,A0167,P0163,회사29,DA (Data Analyst),모바일·APP,신입,2025-05-23,0.45
J03698,A0382,P0226,회사34,Growth Analyst,리테일,전환형 인턴,2025-05-23,0.383
J02132,A0218,P0035,회사19,Data Scientist,물류,인턴,2025-05-23,0.707
J04234,A0441,P0019,회사17,Growth Analyst,모바일·APP,인턴,2025-05-23,0.02
J03688,A0381,P0039,회사23,Product Analyst,모바일·APP,인턴,2025-05-23,0.492
J02344,A0241,P0142,회사15,BI Engineer,교육,경력,2025-05-23,0.309
J02948,A0306,P0016,회사22,Data Scientist,게임,경력,2025-05-23,0.594
J04399,A0459,P0235,회사12,Product Analyst,헬스케어,인턴,2025-05-23,0.534
J03581,A0372,P0222,회사17,Product Analyst,,경력,2025-05-23,0.035
J00611,A0064,P0176,회사23,DA (Data Analyst),경영 컨설팅,인턴,2025-05-23,0.602
J00971,A0100,P0166,회사24,Growth Analyst,헬스케어,신입,2025-05-23,0.328
J00260,A0029,P0125,회사32,DA (Data Analyst),게임,신입,2025-05-23,0.491
J01103,A0113,P0113,회사11,Data Scientist,배달/배송,전환형 인턴,2025-05-23,0.971
J00550,A0057,P0204,회사31,DA (Data Analyst),교육,인턴,2025-05-24,0.172
J02610,A0272,P0091,회사11,Data Scientist,금융,신입,2025-05-24,0.594
J04444,A0464,P0181,회사12,BA (Business Analyst),,신입,2025-05-24,0.862
J03467,A0362,P0168,회사26,Data Scientist,미디어,경력,2025-05-24,0.248
J03533,A0368,P0016,회사22,Data Scientist,게임,경력,2025-05-24,0.922
J04158,A0433,P0227,회사02,Data Scientist,게임,신입,2025-05-24,0.749
J03622,A0376,P0046,회사25,Growth Analyst,미디어,전환형 인턴,2025-05-24,0.517
J01973,A0201,P0235,회사12,Product Analyst,헬스케어,인턴,2025-05-24,0.78
J01294,A0132,P0170,회사26,Growth Analyst,게임,경력,2025-05-24,0.394
J00334,A0037,P0043,회사12,BI Engineer,리테일,인턴,2025-05-25,0.83
J02841,A0295,P0030,회사13,DA (Data Analyst),배달/배송,신입,2025-05-25,0.411
J04332,A0453,P0075,회사10,Product Analyst,교육,신입,2025-05-25,0.282
J00319,A0034,P0180,회사17,DA (Data Analyst),,계약직,2025-05-25,0.464
J00451,A0047,P0212,회사25,BI Engineer,모바일·APP,신입,2025-05-25,0.275
J03909,A0407,P0094,회사19,BI Engineer,금융,신입,2025-05-25,0.257
J00194,A0022,P0229,회사18,Data Scientist,배달/배송,계약직,2025-05-25,0.353
J01551,A0155,P0180,회사17,DA (Data Analyst),,계약직,2025-05-25,0.241
J00488,A0051,P0190,회사31,Growth Analyst,,전환형 인턴,2025-05-25,0.545
J01240,A0128,P0151,회사11,Data Scientist,게임,신입,2025-05-25,0.751
J00488,A0051,P0190,회사31,Growth Analyst,,전환형 인턴,2025-05-25,0.545
J02413,A0248,P0237,회사23,Data Scientist,경영 컨설팅,신입,2025-05-25,0.27
J03171,A0329,P0158,회사07,BA (Business Analyst),금융,신입,2025-05-25,0.342
J02179,A0223,P0050,회사14,BA (Business Analyst),미디어,신입,2025-05-25,0.02
J00670,A0069,P0116,회사32,BA (Business Analyst),금융,전환형 인턴,2025-05-25,0.649
J04295,A0448,P0174,회사25,BI Engineer,금융,인턴,2025-05-25,0.267
J04764,A0496,P0238,회사25,BI Engineer,금융,전환형 인턴,2025-05-25,0.984
J04103,A0426,P0207,회사12,Growth Analyst,게임,신입,2025-05-25,0.181
J03560,A0371,P0079,회사08,Growth Analyst,게임,신입,2025-05-25,0.622
J02376,A0244,P0044,회사22,BI Engineer,경영 컨설팅,계약직,2025-05-25,0.436
J04062,A0421,P0002,회사20,Product Analyst,게임,신입,2025-05-25,0.524
J02289,A0235,P0095,회사25,Product Analyst,물류,계약직,2025-05-25,0.694
J03014,A0314,P0070,회사29,Growth Analyst,교육,계약직,2025-05-26,0.773
J04596,A0479,P0091,회사11,Data Scientist,금융,신입,2025-05-26,0.324
J03823,A0395,P0179,회사26,Product Analyst,금융,계약직,2025-05-26,0.311
J02096,A0214,P0027,회사15,DA (Data Analyst),물류,신입,2025-05-26,0.916
J04702,A0490,P0076,회사24,DA (Data Analyst),헬스케어,신입,2025-05-26,0.222
J00089,A0011,P0099,회사26,BA (Business Analyst),물류,경력,2025-05-26,0.394
J00373,A0039,P0221,회사32,Growth Analyst,교육,계약직,2025-05-26,0.871
J04789,A0499,P0217,회사34,BA (Business Analyst),미디어,전환형 인턴,2025-05-26,0.703
J04492,A0468,P0137,회사23,Product Analyst,모바일·APP,신입,2025-05-26,0.422
J00422,A0045,P0194,회사32,BI Engineer,금융,신입,2025-05-26,0.99
J02673,A0278,P0140,회사20,Growth Analyst,모바일·APP,경력,2025-05-26,0.552
J02911,A0301,P0106,회사16,Data Scientist,물류,신입,2025-05-26,0.977
J03247,A0339,P0132,회사21,DA (Data Analyst),금융,계약직,2025-05-26,0.906
J01015,A0107,P0183,회사11,Product Analyst,,인턴,2025-05-26,0.301
J03133,A0326,P0212,회사25,BI Engineer,모바일·APP,신입,2025-05-26,0.702
J01348,A0137,P0110,회사30,Product Analyst,배달/배송,신입,2025-05-26,0.214
J00639,A0067,P0146,회사21,Product Analyst,게임,경력,2025-05-27,0.275
J04879,A0510,P0052,회사12,Data Scientist,교육,인턴,2025-05-27,0.35
J02396,A0247,P0101,회사18,BA (Business Analyst),,신입,2025-05-27,0.411
J03890,A0403,P0045,회사11,Product Analyst,경영 컨설팅,인턴,2025-05-27,0.814
J00566,A0060,P0218,회사15,DA (Data Analyst),미디어,신입,2025-05-27,0.668
J00482,A0050,P0016,회사22,Data Scientist,게임,경력,2025-05-27,0.02
J00065,A0008,P0067,회사25,BA (Business Analyst),미디어,전환형 인턴,2025-05-27,0.319
J03552,A0370,P0143,회사23,Product Analyst,교육,인턴,2025-05-27,0.475
J01563,A0156,P0191,회사22,BI Engineer,,신입,2025-05-27,0.095
J01190,A0122,P0069,회사34,BI Engineer,리테일,계약직,2025-05-27,0.708
J00050,A0007,P0009,회사20,BA (Business Analyst),물류,경력,2025-05-27,0.21
J02770,A0289,P0183,회사11,Product Analyst,,인턴,2025-05-27,0.265
J02940,A0305,P0030,회사13,DA (Data Analyst),배달/배송,신입,2025-05-27,0.02
J01585,A0158,P0080,회사19,Growth Analyst,게임,경력,2025-05-27,0.884
J02191,A0225,P0191,회사22,BI Engineer,,신입,2025-05-27,0.901
J01883,A0190,P0030,회사13,DA (Data Analyst),배달/배송,신입,2025-05-27,0.602
J01307,A0134,P0082,회사27,DA (Data Analyst),헬스케어,경력,2025-05-27,0.562
J03385,A0353,P0167,회사12,DA (Data Analyst),리테일,신입,2025-05-27,0.68
J04943,A0518,P0105,회사31,Product Analyst,모바일·APP,경력,2025-05-27,0.569
J02014,A0207,P0108,회사14,BA (Business Analyst),교육,경력,2025-05-28,0.262
J00149,A0016,P0035,회사19,Data Scientist,물류,인턴,2025-05-28,0.702
J02387,A0246,P0192,회사30,Growth Analyst,헬스케어,신입,2025-05-28,0.88
J02539,A0264,P0115,회사31,BA (Business Analyst),경영 컨설팅,전환형 인턴,2025-05-28,0.536
J00287,A0032,P0203,회사17,DA (Data Analyst),물류,경력,2025-05-28,0.779
J00169,A0020,P0020,회사21,Data Scientist,리테일,인턴,2025-05-28,0.492
J00551,A0057,P0016,회사22,Data Scientist,게임,경력,2025-05-28,0.352
J03925,A0409,P0054,회사11,Growth Analyst,물류,인턴,2025-05-28,0.508
J03855,A0399,P0033,회사14,BA (Business Analyst),금융,전환형 인턴,2025-05-29,0.574
J02305,A0237,P0023,회사11,Growth Analyst,헬스케어,신입,2025-05-29,0.756
J00904,A0093,P0089,회사19,DA (Data Analyst),모바일·APP,신입,2025-05-29,0.883
J00802,A0084,P0163,회사29,DA (Data Analyst),모바일·APP,신입,2025-05-29,0.677
J02258,A0232,P0111,회사29,Product Analyst,배달/배송,신입,2025-05-29,0.143
J03945,A0411,P0049,회사30,DA (Data Analyst),물류,계약직,2025-05-29,0.841
J01241,A0128,P0045,회사11,Product Analyst,경영 컨설팅,인턴,2025-05-29,0.99
J00612,A0064,P0231,회사19,Product Analyst,금융,전환형 인턴,2025-05-29,0.409
J00836,A0088,P0128,회사26,Data Scientist,게임,경력,2025-05-29,0.639
J04951,A0520,P0175,회사22,Data Scientist,금융,신입,2025-05-29,0.634
J00021,A0004,P0190,회사31,Growth Analyst,,전환형 인턴,2025-05-29,0.723
J04251,A0442,P0121,회사13,Growth Analyst,금융,신입,2025-05-29,0.649
J01618,A0161,P0223,회사13,Growth Analyst,미디어,경력,2025-05-29,0.557
J04010,A0414,P0190,회사31,Growth Analyst,,전환형 인턴,2025-05-29,0.286
J02428,A0249,P0176,회사23,DA (Data Analyst),경영 컨설팅,인턴,2025-05-29,0.648
J04400,A0459,P0167,회사12,DA (Data Analyst),리테일,신입,2025-05-30,0.851
J03296,A0343,P0076,회사24,DA (Data Analyst),헬스케어,신입,2025-05-30,0.556
J03248,A0339,P0178,회사21,Data Scientist,물류,계약직,2025-05-30,0.362
J04507,A0469,P0043,회사12,BI Engineer,리테일,인턴,2025-05-30,0.389
J02347,A0242,P0106,회사16,Data Scientist,물류,신입,2025-05-30,0.405
J00261,A0029,P0084,회사20,Product Analyst,,경력,2025-05-30,0.735
J02878,A0298,P0002,회사20,Product Analyst,게임,신입,2025-05-30,0.268
J00079,A0009,P0068,회사24,BI Engineer,리테일,계약직,2025-05-30,0.277
J02829,A0294,P0011,회사27,Product Analyst,,신입,2025-05-30,0.188
J04063,A0421,P0200,회사27,DA (Data Analyst),금융,신입,2025-05-30,0.186
J02815,A0293,P0232,회사17,BI Engineer,물류,신입,2025-05-30,0.098
J04919,A0515,P0180,회사17,DA (Data Analyst),,계약직,2025-05-30,0.565
J00671,A0069,P0222,회사17,Product Analyst,,경력,2025-05-30,0.567
J01104,A0113,P0223,회사13,Growth Analyst,미디어,경력,2025-05-30,0.711
J00452,A0047,P0110,회사30,Product Analyst,배달/배송,신입,2025-05-30,0.611
J03969,A0412,P0056,회사20,Growth Analyst,물류,인턴,2025-05-30,0.458
J00242,A0027,P0024,회사11,BI Engineer,게임,전환형 인턴,2025-05-30,0.667
J01037,A0108,P0005,회사11,Growth Analyst,,경력,2025-05-30,0.486
J00029,A0005,P0152,회사17,BA (Business Analyst),물류,경력,2025-05-30,0.817
J04296,A0448,P0095,회사25,Product Analyst,물류,계약직,2025-05-31,0.355
J00358,A0038,P0041,회사33,Product Analyst,헬스케어,경력,2025-05-31,0.548
J01271,A0131,P0020,회사21,Data Scientist,리테일,인턴,2025-05-31,0.549
J03030,A0316,P0238,회사25,BI Engineer,금융,전환형 인턴,2025-05-31,0.73
J01919,A0195,P0236,회사26,BA (Business Analyst),리테일,신입,2025-05-31,0.682
J01676,A0167,P0030,회사13,DA (Data Analyst),배달/배송,신입,2025-05-31,0.609
J02567,A0267,P0095,회사25,Product Analyst,물류,계약직,2025-05-31,0.503
J01596,A0159,P0120,회사26,DA (Data Analyst),게임,신입,2025-05-31,0.478
J03561,A0371,P0011,회사27,Product Analyst,,신입,2025-05-31,0.716
J00381,A0040,P0198,회사22,BA (Business Analyst),게임,계약직,2025-05-31,0.433
J00155,A0017,P0208,회사19,DA (Data Analyst),금융,전환형 인턴,2025-05-31,0.179
J00423,A0045,P0068,회사24,BI Engineer,리테일,계약직,2025-05-31,0.666
J03373,A0352,P0060,회사23,BI Engineer,물류,신입,2025-05-31,0.186
J04317,A0452,P0060,회사23,BI Engineer,물류,신입,2025-05-31,0.541
J03523,A0367,P0175,회사22,Data Scientist,금융,신입,2025-05-31,0.203
J01295,A0132,P0204,회사31,DA (Data Analyst),교육,인턴,2025-05-31,0.642
J04342,A0454,P0035,회사19,Data Scientist,물류,인턴,2025-06-01,0.291
J03784,A0391,P0048,회사12,Growth Analyst,교육,신입,2025-06-01,0.486
J03553,A0370,P0148,회사11,DA (Data Analyst),배달/배송,인턴,2025-06-01,0.925
J03881,A0402,P0038,회사11,Product Analyst,,신입,2025-06-01,0.314
J00162,A0019,P0155,회사19,Product Analyst,모바일·APP,신입,2025-06-01,0.412
J03534,A0368,P0034,회사05,BA (Business Analyst),리테일,인턴,2025-06-01,0.866
J01768,A0175,P0056,회사20,Growth Analyst,물류,인턴,2025-06-01,0.303
J01564,A0156,P0021,회사14,BI Engineer,경영 컨설팅,신입,2025-06-01,0.447
J01636,A0162,P0047,회사22,BI Engineer,금융,경력,2025-06-01,0.331
J03710,A0383,P0115,회사31,BA (Business Analyst),경영 컨설팅,전환형 인턴,2025-06-01,0.356
J04118,A0429,P0153,회사23,BA (Business Analyst),교육,경력,2025-06-01,0.272
J00195,A0022,P0121,회사13,Growth Analyst,금융,신입,2025-06-01,0.343
J02267,A0233,P0040,회사30,BA (Business Analyst),,신입,2025-06-01,0.773
J02960,A0307,P0129,회사17,Growth Analyst,경영 컨설팅,신입,2025-06-01,0.533
J01061,A0109,P0123,회사20,Product Analyst,배달/배송,경력,2025-06-01,0.163
J02629,A0274,P0038,회사11,Product Analyst,,신입,2025-06-01,0.832
J02545,A0265,P0092,회사25,Product Analyst,헬스케어,전환형 인턴,2025-06-01,0.824
J04916,A0514,P0080,회사19,Growth Analyst,게임,경력,2025-06-02,0.332
J00752,A0080,P0031,회사27,BI Engineer,물류,신입,2025-06-02,0.238
J03364,A0351,P0083,회사22,BI Engineer,배달/배송,경력,2025-06-02,0.451
J01757,A0174,P0018,회사24,BI Engineer,리테일,계약직,2025-06-02,0.343
J02414,A0248,P0024,회사11,BI Engineer,게임,전환형 인턴,2025-06-02,0.244
J01717,A0171,P0128,회사26,Data Scientist,게임,경력,2025-06-02,0.799
J03386,A0353,P0016,회사22,Data Scientist,게임,경력,2025-06-02,0.625
J03824,A0395,P0217,회사34,BA (Business Analyst),미디어,전환형 인턴,2025-06-02,0.409
J03699,A0382,P0150,회사04,Growth Analyst,배달/배송,경력,2025-06-02,0.694
J04617,A0482,P0039,회사23,Product Analyst,모바일·APP,인턴,2025-06-02,0.575
J02771,A0289,P0120,회사26,DA (Data Analyst),게임,신입,2025-06-02,0.675
J01516,A0149,P0002,회사20,Product Analyst,게임,신입,2025-06-02,0.417
J02611,A0272,P0038,회사11,Product Analyst,,신입,2025-06-02,0.954
J02141,A0219,P0193,회사23,BA (Business Analyst),게임,인턴,2025-06-02,0.771
J00905,A0093,P0104,회사27,DA (Data Analyst),모바일·APP,신입,2025-06-02,0.592
J03801,A0393,P0209,회사19,BA (Business Analyst),금융,신입,2025-06-02,0.446
J02980,A0310,P0031,회사27,BI Engineer,물류,신입,2025-06-03,0.428
